                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.188614       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -2.04711527074280e-04
 9.99429683992583e-01 -1.10171366389571e-04
 9.98063017832965e-01  1.13468784705930e-04
 9.95573914266674e-01  5.10185328162171e-04
 9.92086309749559e-01  1.04284443627409e-03
 9.87686148675057e-01  1.67582123990707e-03
 9.82330525170640e-01  2.38662881322699e-03
 9.76011908335692e-01  3.13967466424627e-03
 9.68787467298381e-01  3.88498208870702e-03
 9.60674860259240e-01  4.57159615195620e-03
 9.51675358763677e-01  5.14277581848275e-03
 9.41827652746244e-01  5.53226943065857e-03
 9.31175295355131e-01  5.72866568481824e-03
 9.19730397431178e-01  5.77862736566346e-03
 9.07524559194720e-01  5.92109433349215e-03
 8.94610408070308e-01  5.85472588637300e-03
 8.81009696499435e-01  5.42346799728089e-03
 8.66747905197194e-01  4.62565286893068e-03
 8.51890258171205e-01  3.59338227648181e-03
 8.36469462621421e-01  2.36903277030103e-03
 8.20513485943698e-01  8.23843010391097e-04
 8.04073832217581e-01 -9.91743408479956e-04
 7.87191529885653e-01 -3.03983032678164e-03
 7.69897919101553e-01 -5.38085082477975e-03
 7.52252341235159e-01 -7.95230054099679e-03
 7.34291349178558e-01 -1.07706025530716e-02
 7.16044924955764e-01 -1.40735188500909e-02
 6.97571640033109e-01 -1.73476839384685e-02
 6.78906186433687e-01 -2.03761133632170e-02
 6.60080312620540e-01 -2.35675491327868e-02
 6.41147517137212e-01 -2.70729366300539e-02
 6.22137650968852e-01 -3.06669411494438e-02
 6.03087998194415e-01 -3.42983511646843e-02
 5.84045042118975e-01 -3.79363379442440e-02
 5.65030897687003e-01 -4.15301313654750e-02
 5.46088602779599e-01 -4.50367129655774e-02
 5.27248673916899e-01 -4.84322644487861e-02
 5.08535950506088e-01 -5.16913079353274e-02
 4.89992355470388e-01 -5.47408689967752e-02
 4.71632114506831e-01 -5.75626548494348e-02
 4.53492503744348e-01 -6.00995814180248e-02
 4.35593302897673e-01 -6.23367880790915e-02
 4.17956065616942e-01 -6.42956367989500e-02
 4.00609748442576e-01 -6.59293206675406e-02
 3.83560931606009e-01 -6.72933858078448e-02
 3.66843215733716e-01 -6.83993867182958e-02
 3.50457316320503e-01 -6.91189120042857e-02
 3.34434484008630e-01 -6.95786993646020e-02
 3.18774100329315e-01 -6.98434102242782e-02
 3.03499623121295e-01 -6.98702118650261e-02
 2.88611293565648e-01 -6.96644470715724e-02
 2.74124386665666e-01 -6.92517012098130e-02
 2.60041455523719e-01 -6.87145872259721e-02
 2.46374872015918e-01 -6.80555870860614e-02
 2.33123443938833e-01 -6.71985231546895e-02
 2.20293777810423e-01 -6.61970799569122e-02
 2.07883282965331e-01 -6.51065542564362e-02
 1.95902956391646e-01 -6.39286671021365e-02
 1.84341253066628e-01 -6.26211177940612e-02
 1.73213930954161e-01 -6.12223272293637e-02
 1.62499176129638e-01 -5.97671079230120e-02
 1.52214602777259e-01 -5.82682707864986e-02
 1.42331759398971e-01 -5.67129340794992e-02
 1.32872111539190e-01 -5.51120582504277e-02
 1.23806439629760e-01 -5.34707534569713e-02
 1.15147623386077e-01 -5.18096173246965e-02
 1.06887208802748e-01 -5.01369986369837e-02
 9.90071115215634e-02 -4.84326769657035e-02
 9.15234043853440e-02 -4.66894832762340e-02
 8.43970428172224e-02 -4.49265746692639e-02
 7.76464790199521e-02 -4.31688656663276e-02
 7.12479082120208e-02 -4.14138783964108e-02
 6.51878662973747e-02 -3.96582806088750e-02
 5.94874721274203e-02 -3.79130563393450e-02
 5.41002464180900e-02 -3.61652363468964e-02
 4.90378786701877e-02 -3.44290750843844e-02
 4.43003497573340e-02 -3.27112695900974e-02
 3.98423597346805e-02 -3.10016732134558e-02
 3.56899752436130e-02 -2.93147982326372e-02
 3.18292350050659e-02 -2.76552881494441e-02
 2.82200072057900e-02 -2.60113589959651e-02
 2.48925247792698e-02 -2.43812026319636e-02
 2.18286683030035e-02 -2.27734566857559e-02
 1.89846947131332e-02 -2.11631614006545e-02
 1.63921917020335e-02 -1.95767227596469e-02
 1.40446346341990e-02 -1.79952764444652e-02
 1.18798249846349e-02 -1.63984422604543e-02
 9.93094518736226e-03 -1.48536085231761e-02
 8.21940795734749e-03 -1.33258845515435e-02
 6.65838622137879e-03 -1.19649334386871e-02
 5.26774192850643e-03 -1.06568899339609e-02
 4.09515753852961e-03 -9.31239491503523e-03
 3.09878859713642e-03 -7.90010269218985e-03
 2.19660773551101e-03 -6.22541519498767e-03
 1.46264176301869e-03 -4.35800948823819e-03
 9.64484608297922e-04 -2.95820472221197e-03
 5.99373867982851e-04 -1.93912992874060e-03
 2.90086645599082e-04 -1.03797967265574e-03
 7.80707788302466e-05 -2.59762054205886e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  3.01294431611353e-04
 2.89878724192004e-04  1.52965559212199e-03
 5.98775316682048e-04  4.07829394893648e-03
 9.63326351634835e-04  7.52495324694475e-03
 1.45966821282819e-03  1.13317924591230e-02
 2.19097636449990e-03  1.37038295411595e-02
 3.08997841959778e-03  1.54116661398144e-02
 4.08271112470316e-03  1.71109973424675e-02
 5.24853124383664e-03  1.89340640004570e-02
 6.63128223001261e-03  2.08751991766998e-02
 8.18368429859057e-03  2.29156111351866e-02
 9.88361416849065e-03  2.49506998753915e-02
 1.18176401547236e-02  2.70767459316565e-02
 1.39661993216830e-02  2.92808254012325e-02
 1.62951420791042e-02  3.15172689828835e-02
 1.88631937781153e-02  3.38151680983299e-02
 2.16807137532775e-02  3.62660661623428e-02
 2.47159162958630e-02  3.87937861822313e-02
 2.80064400105864e-02  4.13807742766374e-02
 3.15762558914965e-02  4.40467319851569e-02
 3.53948396168776e-02  4.67484912169865e-02
 3.94949825480075e-02  4.95063811417860e-02
 4.38979282781582e-02  5.23244196642589e-02
 4.85758075737765e-02  5.51299297930020e-02
 5.35679916138118e-02  5.78464925274704e-02
 5.88818211488708e-02  6.05891502574271e-02
 6.45001629027313e-02  6.33490121928065e-02
 7.04692046391145e-02  6.61549369774820e-02
 7.67740309924709e-02  6.89904743712734e-02
 8.34162127168367e-02  7.18272583192031e-02
 9.04290195190656e-02  7.46461021627000e-02
 9.77906533229447e-02  7.74182862463027e-02
 1.05536187198748e-01  8.02176724746729e-02
 1.13658760041779e-01  8.30338212514761e-02
 1.22161483318940e-01  8.58421559228237e-02
 1.31067498602735e-01  8.86279429257360e-02
 1.40354649921884e-01  9.13821112932372e-02
 1.50055110786138e-01  9.40914262986046e-02
 1.60148962661562e-01  9.67622588196129e-02
 1.70658187899640e-01  9.93205380677158e-02
 1.81574957422924e-01  1.01828584351495e-01
 1.92907571409635e-01  1.04204539624861e-01
 2.04657634577812e-01  1.06448485734405e-01
 2.16817353069424e-01  1.08589807286901e-01
 2.29396483963478e-01  1.10619226186437e-01
 2.42377800694080e-01  1.12437837446991e-01
 2.55773624268338e-01  1.14073462701843e-01
 2.69566785632899e-01  1.15652804682541e-01
 2.83765797226135e-01  1.17050016264487e-01
 2.98347982887804e-01  1.18172415375566e-01
 3.13318978785268e-01  1.18896084218074e-01
 3.28658461892810e-01  1.19162343175829e-01
 3.44364941645546e-01  1.19124572978735e-01
 3.60419773725681e-01  1.18801909700545e-01
 3.76811233766957e-01  1.18299864161771e-01
 3.93525251020729e-01  1.17634290280361e-01
 4.10538642553571e-01  1.16697969070359e-01
 4.27843232490823e-01  1.15327864878423e-01
 4.45406663468198e-01  1.13633042107412e-01
 4.63222254103030e-01  1.11760359364495e-01
 4.81251545655716e-01  1.09528530896672e-01
 4.99481026671737e-01  1.07074320852192e-01
 5.17879583085697e-01  1.04435360396508e-01
 5.36417631367010e-01  1.01516664122280e-01
 5.55075704909560e-01  9.84070823824174e-02
 5.73808427242608e-01  9.51018469111400e-02
 5.92596731105059e-01  9.15977084318589e-02
 6.11401377553511e-01  8.79423448301947e-02
 6.30186430605241e-01  8.41025346402901e-02
 6.48926781663159e-01  8.01636220634561e-02
 6.67570206424973e-01  7.61411494770374e-02
 6.86088429590952e-01  7.20516546579311e-02
 7.04445389043917e-01  6.79070244757719e-02
 7.22592093722966e-01  6.37518890848092e-02
 7.40501800453524e-01  5.95770886217964e-02
 7.58125457122835e-01  5.54519457466622e-02
 7.75421014376153e-01  5.13735803357739e-02
 7.92362373587600e-01  4.73696083387590e-02
 8.08894546151696e-01  4.34746126093266e-02
 8.24974633014891e-01  3.96956894978701e-02
 8.40576952273409e-01  3.60433848363166e-02
 8.55652758808818e-01  3.25293695372407e-02
 8.70162898882712e-01  2.91538895238024e-02
 8.84085033071272e-01  2.59452828858602e-02
 8.97361214262371e-01  2.29078382588681e-02
 9.09954680076662e-01  2.00729512451007e-02
 9.21851471402547e-01  1.74309718148843e-02
 9.33012836658427e-01  1.49726876182998e-02
 9.43389278969050e-01  1.26826148619047e-02
 9.52973153850560e-01  1.05554446312754e-02
 9.61743130827061e-01  8.60497842792001e-03
 9.69640690675464e-01  6.84464021449338e-03
 9.76664215898664e-01  5.27553115557176e-03
 9.82815077112014e-01  3.89827222092789e-03
 9.88028440045103e-01  2.72844506469886e-03
 9.92304836603751e-01  1.76703670983105e-03
 9.95693518775914e-01  1.00396712293994e-03
 9.98120489340015e-01  4.56758636979705e-04
 9.99443037908705e-01  1.58311466994615e-04
 1.00000000000000e+00  3.25728660516287e-05
