                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.211000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -3.70000000000000e-04
 9.99429683992583e-01 -3.12532824306189e-04
 9.98063017832965e-01 -1.75779620391276e-04
 9.95573914266674e-01  6.98613626301618e-05
 9.92086309749559e-01  4.06753470672432e-04
 9.87686148675057e-01  8.20028036544666e-04
 9.82330525170640e-01  1.30603096458625e-03
 9.76011908335692e-01  1.85661161378091e-03
 9.68787467298381e-01  2.45774817824413e-03
 9.60674860259240e-01  3.09944589525329e-03
 9.51675358763677e-01  3.77384093080740e-03
 9.41827652746244e-01  4.47174750805811e-03
 9.31175295355131e-01  5.13477774376912e-03
 9.19730397431178e-01  5.65715981968461e-03
 9.07524559194720e-01  5.99692576156049e-03
 8.94610408070308e-01  6.09948853970324e-03
 8.81009696499435e-01  5.95799406863799e-03
 8.66747905197194e-01  5.53357561009428e-03
 8.51890258171205e-01  4.81535946903275e-03
 8.36469462621421e-01  3.75549056134355e-03
 8.20513485943698e-01  2.35598535598169e-03
 8.04073832217581e-01  5.93129806148923e-04
 7.87191529885653e-01 -1.55747259412626e-03
 7.69897919101553e-01 -4.11604675205668e-03
 7.52252341235159e-01 -7.03745903570662e-03
 7.34291349178558e-01 -1.03244290370876e-02
 7.16044924955764e-01 -1.39806370257230e-02
 6.97571640033109e-01 -1.79798701143501e-02
 6.78906186433687e-01 -2.23071206138614e-02
 6.60080312620540e-01 -2.69251451716216e-02
 6.41147517137212e-01 -3.17763328132305e-02
 6.22137650968852e-01 -3.68154707742554e-02
 6.03087998194415e-01 -4.19680448746151e-02
 5.84045042118975e-01 -4.71885662130201e-02
 5.65030897687003e-01 -5.23570448868566e-02
 5.46088602779599e-01 -5.74317265634475e-02
 5.27248673916899e-01 -6.23403299281719e-02
 5.08535950506088e-01 -6.70522023737523e-02
 4.89992355470388e-01 -7.14745666130255e-02
 4.71632114506831e-01 -7.55024853798931e-02
 4.53492503744348e-01 -7.91105907006751e-02
 4.35593302897673e-01 -8.22618416096283e-02
 4.17956065616942e-01 -8.49601279995439e-02
 4.00609748442576e-01 -8.72069450991612e-02
 3.83560931606009e-01 -8.90385875177467e-02
 3.66843215733716e-01 -9.04683488676986e-02
 3.50457316320503e-01 -9.14934264541181e-02
 3.34434484008630e-01 -9.21628702595159e-02
 3.18774100329315e-01 -9.24743494586966e-02
 3.03499623121295e-01 -9.24576551799872e-02
 2.88611293565648e-01 -9.21611951396366e-02
 2.74124386665666e-01 -9.15773275717749e-02
 2.60041455523719e-01 -9.07529697000186e-02
 2.46374872015918e-01 -8.97172857822433e-02
 2.33123443938833e-01 -8.84656816113998e-02
 2.20293777810423e-01 -8.70349919856842e-02
 2.07883282965331e-01 -8.54483189639673e-02
 1.95902956391646e-01 -8.37090204469187e-02
 1.84341253066628e-01 -8.18246572546801e-02
 1.73213930954161e-01 -7.98262639011229e-02
 1.62499176129638e-01 -7.77339514190953e-02
 1.52214602777259e-01 -7.55454862502997e-02
 1.42331759398971e-01 -7.32940287404415e-02
 1.32872111539190e-01 -7.09982702225900e-02
 1.23806439629760e-01 -6.86484098367594e-02
 1.15147623386077e-01 -6.62727370609484e-02
 1.06887208802748e-01 -6.38657975316140e-02
 9.90071115215634e-02 -6.14404203851921e-02
 9.15234043853440e-02 -5.90151766892312e-02
 8.43970428172224e-02 -5.65875998569647e-02
 7.76464790199521e-02 -5.41705464558334e-02
 7.12479082120208e-02 -5.17691197141421e-02
 6.51878662973747e-02 -4.93893697397685e-02
 5.94874721274203e-02 -4.70514817383041e-02
 5.41002464180900e-02 -4.47376126185852e-02
 4.90378786701877e-02 -4.24525772231165e-02
 4.43003497573340e-02 -4.02072762322334e-02
 3.98423597346805e-02 -3.79932389680008e-02
 3.56899752436130e-02 -3.58257641068890e-02
 3.18292350050659e-02 -3.37097246567893e-02
 2.82200072057900e-02 -3.16297694563564e-02
 2.48925247792698e-02 -2.96022676984534e-02
 2.18286683030035e-02 -2.76444492167180e-02
 1.89846947131332e-02 -2.57133484612726e-02
 1.63921917020335e-02 -2.38346375470357e-02
 1.40446346341990e-02 -2.20605481640351e-02
 1.18798249846349e-02 -2.02973871522698e-02
 9.93094518736226e-03 -1.85429952156224e-02
 8.21940795734749e-03 -1.69132608948166e-02
 6.65838622137879e-03 -1.54239104493694e-02
 5.26774192850643e-03 -1.38891400684355e-02
 4.09515753852961e-03 -1.22995139816907e-02
 3.09878859713642e-03 -1.06474109267239e-02
 2.19660773551101e-03 -8.61062182747863e-03
 1.46264176301869e-03 -6.05795718339136e-03
 9.64484608297922e-04 -4.04020415353104e-03
 5.99373867982851e-04 -2.49967529472326e-03
 2.90086645599082e-04 -1.19506339373395e-03
 7.80707788302466e-05 -3.17454495065462e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  3.22669684536155e-04
 2.89878724192004e-04  1.26290563214425e-03
 5.98775316682048e-04  2.75976302276115e-03
 9.63326351634835e-04  4.62179918782620e-03
 1.45966821282819e-03  7.10111521167082e-03
 2.19097636449990e-03  1.00016610822397e-02
 3.08997841959778e-03  1.22789046287611e-02
 4.08271112470316e-03  1.43357581398367e-02
 5.24853124383664e-03  1.63270431513490e-02
 6.63128223001261e-03  1.83896501327537e-02
 8.18368429859057e-03  2.06543908729035e-02
 9.88361416849065e-03  2.29182652542097e-02
 1.18176401547236e-02  2.52567067454499e-02
 1.39661993216830e-02  2.76842128624343e-02
 1.62951420791042e-02  3.01579697912688e-02
 1.88631937781153e-02  3.26916481629451e-02
 2.16807137532775e-02  3.53076236646033e-02
 2.47159162958630e-02  3.79578411300138e-02
 2.80064400105864e-02  4.06614963922119e-02
 3.15762558914965e-02  4.34493239919978e-02
 3.53948396168776e-02  4.62711264120161e-02
 3.94949825480075e-02  4.91488145913905e-02
 4.38979282781582e-02  5.20793596876494e-02
 4.85758075737765e-02  5.50344141044798e-02
 5.35679916138118e-02  5.80251769603475e-02
 5.88818211488708e-02  6.10601590882390e-02
 6.45001629027313e-02  6.41143630835879e-02
 7.04692046391145e-02  6.71991845526954e-02
 7.67740309924709e-02  7.02922738064680e-02
 8.34162127168367e-02  7.33825058293925e-02
 9.04290195190656e-02  7.64741783967940e-02
 9.77906533229447e-02  7.95408227630218e-02
 1.05536187198748e-01  8.26019950895365e-02
 1.13658760041779e-01  8.56454326547203e-02
 1.22161483318940e-01  8.86332161797510e-02
 1.31067498602735e-01  9.15694521007514e-02
 1.40354649921884e-01  9.44128008226778e-02
 1.50055110786138e-01  9.72039562262315e-02
 1.60148962661562e-01  9.99348253413817e-02
 1.70658187899640e-01  1.02464806178932e-01
 1.81574957422924e-01  1.04959516219239e-01
 1.92907571409635e-01  1.07287469196951e-01
 2.04657634577812e-01  1.09434876453570e-01
 2.16817353069424e-01  1.11408780216037e-01
 2.29396483963478e-01  1.13250796923381e-01
 2.42377800694080e-01  1.14820511947197e-01
 2.55773624268338e-01  1.16104321578977e-01
 2.69566785632899e-01  1.17125598003826e-01
 2.83765797226135e-01  1.17889593873509e-01
 2.98347982887804e-01  1.18416390533404e-01
