                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.217581       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -2.82489757038166e-04
 9.99429683992583e-01 -2.34898540615593e-04
 9.98063017832965e-01 -1.21168150834825e-04
 9.95573914266674e-01  8.48477219645438e-05
 9.92086309749559e-01  3.71134820070878e-04
 9.87686148675057e-01  7.28528817874190e-04
 9.82330525170640e-01  1.15808707610159e-03
 9.76011908335692e-01  1.65768627576569e-03
 9.68787467298381e-01  2.22011492847619e-03
 9.60674860259240e-01  2.84160744245128e-03
 9.51675358763677e-01  3.52009683335332e-03
 9.41827652746244e-01  4.25138432074984e-03
 9.31175295355131e-01  5.01133362251019e-03
 9.19730397431178e-01  5.64109229560316e-03
 9.07524559194720e-01  5.99077619451381e-03
 8.94610408070308e-01  6.09836638291539e-03
 8.81009696499435e-01  5.95756312414589e-03
 8.66747905197194e-01  5.52760560539687e-03
 8.51890258171205e-01  4.79917884345479e-03
 8.36469462621421e-01  3.72591414880401e-03
 8.20513485943698e-01  2.30703114488947e-03
 8.04073832217581e-01  5.16740187593675e-04
 7.87191529885653e-01 -1.67169358126640e-03
 7.69897919101553e-01 -4.27958657828421e-03
 7.52252341235159e-01 -7.26837835010139e-03
 7.34291349178558e-01 -1.06374119338990e-02
 7.16044924955764e-01 -1.43886464511736e-02
 6.97571640033109e-01 -1.86167920660095e-02
 6.78906186433687e-01 -2.33462390385366e-02
 6.60080312620540e-01 -2.83580588674528e-02
 6.41147517137212e-01 -3.36057251678243e-02
 6.22137650968852e-01 -3.90309818611277e-02
 6.03087998194415e-01 -4.45570525784836e-02
 5.84045042118975e-01 -5.01304631607334e-02
 5.65030897687003e-01 -5.56376847826222e-02
 5.46088602779599e-01 -6.10213312693006e-02
 5.27248673916899e-01 -6.62116968352124e-02
 5.08535950506088e-01 -7.11703877300591e-02
 4.89992355470388e-01 -7.58150288261953e-02
 4.71632114506831e-01 -8.00410611464362e-02
 4.53492503744348e-01 -8.38309386766077e-02
 4.35593302897673e-01 -8.71439621863330e-02
 4.17956065616942e-01 -8.99918748359614e-02
 4.00609748442576e-01 -9.23573972379788e-02
 3.83560931606009e-01 -9.43135849315900e-02
 3.66843215733716e-01 -9.58370511316931e-02
 3.50457316320503e-01 -9.69579767631997e-02
 3.34434484008630e-01 -9.77040194145407e-02
 3.18774100329315e-01 -9.80616986746367e-02
 3.03499623121295e-01 -9.80897124982506e-02
 2.88611293565648e-01 -9.78223560788988e-02
 2.74124386665666e-01 -9.72606337256394e-02
 2.60041455523719e-01 -9.64201628176631e-02
 2.46374872015918e-01 -9.53639633372178e-02
 2.33123443938833e-01 -9.40774159990393e-02
 2.20293777810423e-01 -9.25951801144770e-02
