                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.270577       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -3.37873226479909e-03
 9.99429683992583e-01 -3.32157866242906e-03
 9.98063017832965e-01 -3.18538791211879e-03
 9.95573914266674e-01 -2.94009174616487e-03
 9.92086309749559e-01 -2.60222677353534e-03
 9.87686148675057e-01 -2.18534738170559e-03
 9.82330525170640e-01 -1.69146814196287e-03
 9.76011908335692e-01 -1.12682407417622e-03
 9.68787467298381e-01 -5.03521011346163e-04
 9.60674860259240e-01  1.70457828522538e-04
 9.51675358763677e-01  8.89320559803216e-04
 9.41827652746244e-01  1.64566767563898e-03
 9.31175295355131e-01  2.38916053365839e-03
 9.19730397431178e-01  2.93967150895406e-03
 9.07524559194720e-01  3.22935541186342e-03
 8.94610408070308e-01  3.21317174258413e-03
 8.81009696499435e-01  2.82591531004171e-03
 8.66747905197194e-01  2.02094901441536e-03
 8.51890258171205e-01  7.93178280334126e-04
 8.36469462621421e-01 -8.75648417733106e-04
 8.20513485943698e-01 -3.02604596365669e-03
 8.04073832217581e-01 -5.69947396592926e-03
 7.87191529885653e-01 -8.93460009218651e-03
 7.69897919101553e-01 -1.27794652795637e-02
 7.52252341235159e-01 -1.72368095169848e-02
 7.34291349178558e-01 -2.22314948855942e-02
 7.16044924955764e-01 -2.77319167240457e-02
 6.97571640033109e-01 -3.36816696674191e-02
 6.78906186433687e-01 -4.00136011010710e-02
 6.60080312620540e-01 -4.66707825774350e-02
 6.41147517137212e-01 -5.35615375194999e-02
 6.22137650968852e-01 -6.05682574936126e-02
 6.03087998194415e-01 -6.76014422799335e-02
 5.84045042118975e-01 -7.45492390275622e-02
 5.65030897687003e-01 -8.13677724785239e-02
 5.46088602779599e-01 -8.79284166029707e-02
 5.27248673916899e-01 -9.41778711620671e-02
 5.08535950506088e-01 -1.00051167421353e-01
 4.89992355470388e-01 -1.05519321316204e-01
 4.71632114506831e-01 -1.10534650148390e-01
 4.53492503744348e-01 -1.15079765667470e-01
 4.35593302897673e-01 -1.19128344090694e-01
 4.17956065616942e-01 -1.22712304719530e-01
 4.00609748442576e-01 -1.25761084863047e-01
 3.83560931606009e-01 -1.28400019084824e-01
 3.66843215733716e-01 -1.30541527526299e-01
 3.50457316320503e-01 -1.32249240232396e-01
 3.34434484008630e-01 -1.33514227653698e-01
 3.18774100329315e-01 -1.34321044302582e-01
 3.03499623121295e-01 -1.34774034783050e-01
 2.88611293565648e-01 -1.34841252724106e-01
 2.74124386665666e-01 -1.34575677988638e-01
 2.60041455523719e-01 -1.33903310486199e-01
 2.46374872015918e-01 -1.32967062260109e-01
 2.33123443938833e-01 -1.31714027062975e-01
 2.20293777810423e-01 -1.30167598857937e-01
 2.07883282965331e-01 -1.28347276966929e-01
 1.95902956391646e-01 -1.26282644415235e-01
 1.84341253066628e-01 -1.23997590535697e-01
 1.73213930954161e-01 -1.21511958254467e-01
 1.62499176129638e-01 -1.18803584557666e-01
 1.52214602777259e-01 -1.15905206329246e-01
 1.42331759398971e-01 -1.12861782560249e-01
 1.32872111539190e-01 -1.09692944101488e-01
 1.23806439629760e-01 -1.06397404928621e-01
 1.15147623386077e-01 -1.03014489823513e-01
 1.06887208802748e-01 -9.95319900995427e-02
 9.90071115215634e-02 -9.59836035705627e-02
 9.15234043853440e-02 -9.23991770886876e-02
 8.43970428172224e-02 -8.87733771580587e-02
 7.76464790199521e-02 -8.51285048803064e-02
 7.12479082120208e-02 -8.14833621978077e-02
 6.51878662973747e-02 -7.78378701575536e-02
 5.94874721274203e-02 -7.42148044421730e-02
 5.41002464180900e-02 -7.06159101606410e-02
 4.90378786701877e-02 -6.70601082371593e-02
 4.43003497573340e-02 -6.35562688083919e-02
 3.98423597346805e-02 -6.00867655672264e-02
 3.56899752436130e-02 -5.66836947517547e-02
 3.18292350050659e-02 -5.33521323537752e-02
 2.82200072057900e-02 -5.00654665521071e-02
 2.48925247792698e-02 -4.68641471389999e-02
 2.18286683030035e-02 -4.37406587026992e-02
 1.89846947131332e-02 -4.06698115931173e-02
 1.63921917020335e-02 -3.77042916806671e-02
 1.40446346341990e-02 -3.47971462850103e-02
 1.18798249846349e-02 -3.19082022911815e-02
 9.93094518736226e-03 -2.91171583864647e-02
 8.21940795734749e-03 -2.64040749563458e-02
 6.65838622137879e-03 -2.36747121934064e-02
 5.26774192850643e-03 -2.11759205532412e-02
 4.09515753852961e-03 -1.88076263937035e-02
 3.09878859713642e-03 -1.64829694541450e-02
 2.19660773551101e-03 -1.41256072758767e-02
 1.46264176301869e-03 -1.14986515476479e-02
 9.64484608297922e-04 -8.90544067048396e-03
 5.99373867982851e-04 -6.13382319989272e-03
 2.90086645599082e-04 -2.96865169896563e-03
 7.80707788302466e-05 -6.37987804183465e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  6.77718278453642e-04
 2.89878724192004e-04  2.81258872326850e-03
 5.98775316682048e-04  6.38675296628202e-03
 9.63326351634835e-04  9.64795327210415e-03
 1.45966821282819e-03  1.26098367881439e-02
 2.19097636449990e-03  1.54793866569561e-02
 3.08997841959778e-03  1.82504400627684e-02
 4.08271112470316e-03  2.09177760698990e-02
 5.24853124383664e-03  2.37147495104870e-02
 6.63128223001261e-03  2.67097033985132e-02
 8.18368429859057e-03  2.96903854491109e-02
 9.88361416849065e-03  3.26322879933185e-02
 1.18176401547236e-02  3.57445634446307e-02
 1.39661993216830e-02  3.89262882592359e-02
 1.62951420791042e-02  4.20977670040497e-02
 1.88631937781153e-02  4.53678222501752e-02
 2.16807137532775e-02  4.87007066679859e-02
 2.47159162958630e-02  5.20470106716043e-02
 2.80064400105864e-02  5.54302035920883e-02
 3.15762558914965e-02  5.88600093800406e-02
 3.53948396168776e-02  6.23197591649554e-02
 3.94949825480075e-02  6.58114375847268e-02
 4.38979282781582e-02  6.93441125315831e-02
 4.85758075737765e-02  7.28764686513318e-02
 5.35679916138118e-02  7.64263720060580e-02
 5.88818211488708e-02  7.99801749222714e-02
 6.45001629027313e-02  8.35197280801414e-02
 7.04692046391145e-02  8.70588628284898e-02
 7.67740309924709e-02  9.05723352738115e-02
 8.34162127168367e-02  9.40476742001672e-02
 9.04290195190656e-02  9.74807931557916e-02
 9.77906533229447e-02  1.00856148371955e-01
 1.05536187198748e-01  1.04168143232862e-01
 1.13658760041779e-01  1.07363159894390e-01
