                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.264650       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -2.21527335703073e-03
 9.99429683992583e-01 -2.17231930606937e-03
 9.98063017832965e-01 -2.06947726419722e-03
 9.95573914266674e-01 -1.88249286607752e-03
 9.92086309749559e-01 -1.62117899566320e-03
 9.87686148675057e-01 -1.29257667526718e-03
 9.82330525170640e-01 -8.94170310929564e-04
 9.76011908335692e-01 -4.26167523185391e-04
 9.68787467298381e-01  1.06448932379368e-04
 9.60674860259240e-01  7.01726553969536e-04
 9.51675358763677e-01  1.35905730726327e-03
 9.41827652746244e-01  2.07531570714654e-03
 9.31175295355131e-01  2.84109283491671e-03
 9.19730397431178e-01  3.42788098617823e-03
 9.07524559194720e-01  3.76493915697178e-03
 8.94610408070308e-01  3.79845004241201e-03
 8.81009696499435e-01  3.47819888324874e-03
 8.66747905197194e-01  2.75039848043851e-03
 8.51890258171205e-01  1.61402334004769e-03
 8.36469462621421e-01  4.92642522581515e-05
 8.20513485943698e-01 -1.98541586753070e-03
 8.04073832217581e-01 -4.53528983569855e-03
 7.87191529885653e-01 -7.64359191089648e-03
 7.69897919101553e-01 -1.13532701485809e-02
 7.52252341235159e-01 -1.56764915544003e-02
 7.34291349178558e-01 -2.05403680048477e-02
 7.16044924955764e-01 -2.59130878014578e-02
 6.97571640033109e-01 -3.17338648946130e-02
 6.78906186433687e-01 -3.79360797937863e-02
 6.60080312620540e-01 -4.44681075914080e-02
 6.41147517137212e-01 -5.12422972645382e-02
 6.22137650968852e-01 -5.81338373093947e-02
 6.03087998194415e-01 -6.50549900779454e-02
 5.84045042118975e-01 -7.18950475597505e-02
 5.65030897687003e-01 -7.86187275779609e-02
 5.46088602779599e-01 -8.50855757190640e-02
 5.27248673916899e-01 -9.12497949888450e-02
 5.08535950506088e-01 -9.70412035805064e-02
 4.89992355470388e-01 -1.02434350556868e-01
 4.71632114506831e-01 -1.07378048975180e-01
 4.53492503744348e-01 -1.11857710471092e-01
 4.35593302897673e-01 -1.15840296588394e-01
 4.17956065616942e-01 -1.19362850106429e-01
 4.00609748442576e-01 -1.22339378198558e-01
 3.83560931606009e-01 -1.24927231155174e-01
 3.66843215733716e-01 -1.27010990723408e-01
 3.50457316320503e-01 -1.28671817016226e-01
 3.34434484008630e-01 -1.29892321043248e-01
 3.18774100329315e-01 -1.30651869675455e-01
 3.03499623121295e-01 -1.31070628267363e-01
 2.88611293565648e-01 -1.31110459335490e-01
 2.74124386665666e-01 -1.30826819590295e-01
 2.60041455523719e-01 -1.30132853755221e-01
 2.46374872015918e-01 -1.29191019266108e-01
 2.33123443938833e-01 -1.27936810520662e-01
 2.20293777810423e-01 -1.26395145397753e-01
 2.07883282965331e-01 -1.24584119446688e-01
 1.95902956391646e-01 -1.22537233818173e-01
 1.84341253066628e-01 -1.20280142996127e-01
 1.73213930954161e-01 -1.17831257980834e-01
 1.62499176129638e-01 -1.15163367150615e-01
 1.52214602777259e-01 -1.12309101146135e-01
 1.42331759398971e-01 -1.09317878246549e-01
 1.32872111539190e-01 -1.06210345896922e-01
 1.23806439629760e-01 -1.02982573052731e-01
 1.15147623386077e-01 -9.96742633093405e-02
 1.06887208802748e-01 -9.62684042667352e-02
 9.90071115215634e-02 -9.28038138865908e-02
