                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.213750       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -3.53192465653726e-04
 9.99429683992583e-01 -3.00188016553721e-04
 9.98063017832965e-01 -1.73832272627657e-04
 9.95573914266674e-01  5.39374468672897e-05
 9.92086309749559e-01  3.68067058824134e-04
 9.87686148675057e-01  7.56329933146683e-04
 9.82330525170640e-01  1.21730511060555e-03
 9.76011908335692e-01  1.74571990339149e-03
 9.68787467298381e-01  2.33083678902460e-03
 9.60674860259240e-01  2.96575948101162e-03
 9.51675358763677e-01  3.64562438961987e-03
 9.41827652746244e-01  4.36397266918714e-03
 9.31175295355131e-01  5.07662648185000e-03
 9.19730397431178e-01  5.65473103916661e-03
 9.07524559194720e-01  5.99638950260187e-03
 8.94610408070308e-01  6.09992026115983e-03
 8.81009696499435e-01  5.95858331700505e-03
 8.66747905197194e-01  5.53315846097658e-03
 8.51890258171205e-01  4.81306735452810e-03
 8.36469462621421e-01  3.75073295961403e-03
 8.20513485943698e-01  2.34764855006026e-03
 8.04073832217581e-01  5.79709317956763e-04
 7.87191529885653e-01 -1.57792420923064e-03
 7.69897919101553e-01 -4.14568591528127e-03
 7.52252341235159e-01 -7.07968855881351e-03
 7.34291349178558e-01 -1.03820293994456e-02
 7.16044924955764e-01 -1.40560721398334e-02
 6.97571640033109e-01 -1.81452266394334e-02
 6.78906186433687e-01 -2.26582139765069e-02
 6.60080312620540e-01 -2.74548977441136e-02
 6.41147517137212e-01 -3.24843921862506e-02
 6.22137650968852e-01 -3.76974620214004e-02
 6.03087998194415e-01 -4.30186930978359e-02
 5.84045042118975e-01 -4.84001827671172e-02
 5.65030897687003e-01 -5.37218563138759e-02
 5.46088602779599e-01 -5.89379269605443e-02
 5.27248673916899e-01 -6.39758163515360e-02
 5.08535950506088e-01 -6.88025604321978e-02
 4.89992355470388e-01 -7.33285956298655e-02
