                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.262769       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.87260698926867e-03
 9.99429683992583e-01 -1.83368401471107e-03
 9.98063017832965e-01 -1.74029933847257e-03
 9.95573914266674e-01 -1.56981782283137e-03
 9.92086309749559e-01 -1.33010302149259e-03
 9.87686148675057e-01 -1.02631667409457e-03
 9.82330525170640e-01 -6.54647294841961e-04
 9.76011908335692e-01 -2.13631903950176e-04
 9.68787467298381e-01  2.93645066241125e-04
 9.60674860259240e-01  8.66714516459745e-04
 9.51675358763677e-01  1.50607087644384e-03
 9.41827652746244e-01  2.20926116926432e-03
 9.31175295355131e-01  2.98123206474263e-03
 9.19730397431178e-01  3.57837549577933e-03
 9.07524559194720e-01  3.92917301236529e-03
 8.94610408070308e-01  3.97717456524385e-03
 8.81009696499435e-01  3.67682749845973e-03
 8.66747905197194e-01  2.97229639416016e-03
 8.51890258171205e-01  1.86372071134162e-03
 8.36469462621421e-01  3.30703687872464e-04
 8.20513485943698e-01 -1.66837925742565e-03
 8.04073832217581e-01 -4.17980034176069e-03
 7.87191529885653e-01 -7.24805966147163e-03
 7.69897919101553e-01 -1.09145066623846e-02
 7.52252341235159e-01 -1.51939454622089e-02
 7.34291349178558e-01 -2.00145500012536e-02
 7.16044924955764e-01 -2.53445964453408e-02
 6.97571640033109e-01 -3.11220939293436e-02
 6.78906186433687e-01 -3.72807381157718e-02
 6.60080312620540e-01 -4.37704964145517e-02
 6.41147517137212e-01 -5.05050164422820e-02
 6.22137650968852e-01 -5.73575096119229e-02
 6.03087998194415e-01 -6.42407779265233e-02
 5.84045042118975e-01 -7.10446069969105e-02
 5.65030897687003e-01 -7.77361234633396e-02
 5.46088602779599e-01 -8.41715154071730e-02
 5.27248673916899e-01 -9.03072050133361e-02
 5.08535950506088e-01 -9.60715153140580e-02
 4.89992355470388e-01 -1.01439919938615e-01
 4.71632114506831e-01 -1.06360047201731e-01
 4.53492503744348e-01 -1.10818137717529e-01
 4.35593302897673e-01 -1.14779071885086e-01
 4.17956065616942e-01 -1.18281345200686e-01
 4.00609748442576e-01 -1.21234447913356e-01
 3.83560931606009e-01 -1.23805272131042e-01
 3.66843215733716e-01 -1.25870161645629e-01
 3.50457316320503e-01 -1.27515474013449e-01
 3.34434484008630e-01 -1.28721367506628e-01
 3.18774100329315e-01 -1.29465669678619e-01
 3.03499623121295e-01 -1.29873178874784e-01
 2.88611293565648e-01 -1.29904070123741e-01
 2.74124386665666e-01 -1.29614383841564e-01
 2.60041455523719e-01 -1.28913676874645e-01
 2.46374872015918e-01 -1.27970048770981e-01
 2.33123443938833e-01 -1.26715599319811e-01
 2.20293777810423e-01 -1.25175740896234e-01
 2.07883282965331e-01 -1.23368147758476e-01
 1.95902956391646e-01 -1.21327466023894e-01
 1.84341253066628e-01 -1.19079847451200e-01
 1.73213930954161e-01 -1.16643288672831e-01
 1.62499176129638e-01 -1.13989160545290e-01
 1.52214602777259e-01 -1.11149958978209e-01
 1.42331759398971e-01 -1.08176419287955e-01
 1.32872111539190e-01 -1.05089501730442e-01
 1.23806439629760e-01 -1.01884447160992e-01
 1.15147623386077e-01 -9.86010404929996e-02
 1.06887208802748e-01 -9.52208433127911e-02
 9.90071115215634e-02 -9.17841581714059e-02
 9.15234043853440e-02 -8.83170024048810e-02
 8.43970428172224e-02 -8.48129693168564e-02
 7.76464790199521e-02 -8.12934711171140e-02
 7.12479082120208e-02 -7.77768189443708e-02
 6.51878662973747e-02 -7.42632422192471e-02
 5.94874721274203e-02 -7.07731621983143e-02
 5.41002464180900e-02 -6.73091058483636e-02
 4.90378786701877e-02 -6.38917454375177e-02
 4.43003497573340e-02 -6.05287313689635e-02
 3.98423597346805e-02 -5.72024276914915e-02
 3.56899752436130e-02 -5.39414741737021e-02
 3.18292350050659e-02 -5.07516615876636e-02
 2.82200072057900e-02 -4.76043227976541e-02
 2.48925247792698e-02 -4.45437258831283e-02
 2.18286683030035e-02 -4.15571556207006e-02
 1.89846947131332e-02 -3.86288366920287e-02
 1.63921917020335e-02 -3.58046555189694e-02
 1.40446346341990e-02 -3.30318623221541e-02
 1.18798249846349e-02 -3.02781312307161e-02
 9.93094518736226e-03 -2.76195715232732e-02
 8.21940795734749e-03 -2.50353699848739e-02
 6.65838622137879e-03 -2.24290739379897e-02
 5.26774192850643e-03 -2.00941607501409e-02
 4.09515753852961e-03 -1.78916608625672e-02
 3.09878859713642e-03 -1.56821633361833e-02
 2.19660773551101e-03 -1.33686826892395e-02
 1.46264176301869e-03 -1.07746287076965e-02
 9.64484608297922e-04 -8.13026335977875e-03
 5.99373867982851e-04 -5.48951229264496e-03
 2.90086645599082e-04 -2.66151045562759e-03
 7.80707788302466e-05 -5.74176184641908e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  6.06734716246900e-04
 2.89878724192004e-04  2.51856534691045e-03
 5.98775316682048e-04  5.84008108407558e-03
 9.63326351634835e-04  9.08188418677562e-03
 1.45966821282819e-03  1.21036774557281e-02
 2.19097636449990e-03  1.49330114589261e-02
 3.08997841959778e-03  1.76988413552949e-02
 4.08271112470316e-03  2.02813916989101e-02
 5.24853124383664e-03  2.29958376640750e-02
 6.63128223001261e-03  2.59214706411669e-02
 8.18368429859057e-03  2.88018654143156e-02
 9.88361416849065e-03  3.16422336844528e-02
 1.18176401547236e-02  3.46658694138659e-02
 1.39661993216830e-02  3.77507823204838e-02
 1.62951420791042e-02  4.08277378384206e-02
 1.88631937781153e-02  4.40059603976563e-02
 2.16807137532775e-02  4.72447396246566e-02
 2.47159162958630e-02  5.04970419781475e-02
 2.80064400105864e-02  5.37838263792913e-02
 3.15762558914965e-02  5.71156598710699e-02
 3.53948396168776e-02  6.04798568841317e-02
 3.94949825480075e-02  6.38761954338856e-02
 4.38979282781582e-02  6.73135462237490e-02
 4.85758075737765e-02  7.07511626827707e-02
 5.35679916138118e-02  7.42061777071763e-02
 5.88818211488708e-02  7.76670820899596e-02
 6.45001629027313e-02  8.11179793239502e-02
 7.04692046391145e-02  8.45696267398127e-02
 7.67740309924709e-02  8.79977223995768e-02
 8.34162127168367e-02  9.13905115524444e-02
 9.04290195190656e-02  9.47462919334792e-02
 9.77906533229447e-02  9.80488839227084e-02
 1.05536187198748e-01  1.01293999670105e-01
 1.13658760041779e-01  1.04423007704885e-01
 1.22161483318940e-01  1.07522620929577e-01
 1.31067498602735e-01  1.10454115625685e-01
 1.40354649921884e-01  1.13283398354746e-01
 1.50055110786138e-01  1.15962214783516e-01
 1.60148962661562e-01  1.18489761646639e-01
 1.70658187899640e-01  1.20924220087596e-01
 1.81574957422924e-01  1.23107740697437e-01
 1.92907571409635e-01  1.25110588526823e-01
 2.04657634577812e-01  1.26918963533737e-01
 2.16817353069424e-01  1.28482456638863e-01
 2.29396483963478e-01  1.29778854762837e-01
 2.42377800694080e-01  1.30852570076028e-01
 2.55773624268338e-01  1.31737175699703e-01
 2.69566785632899e-01  1.32294341970584e-01
 2.83765797226135e-01  1.32675081505796e-01
 2.98347982887804e-01  1.32666582747520e-01
 3.13318978785268e-01  1.32516538738659e-01
 3.28658461892810e-01  1.31998095506828e-01
 3.44364941645546e-01  1.31287564612117e-01
 3.60419773725681e-01  1.30250294597759e-01
 3.76811233766957e-01  1.28939921386013e-01
 3.93525251020729e-01  1.27373819693984e-01
 4.10538642553571e-01  1.25610571449561e-01
 4.27843232490823e-01  1.23554890026220e-01
 4.45406663468198e-01  1.21251517175340e-01
 4.63222254103030e-01  1.18799209745264e-01
 4.81251545655716e-01  1.16074219096201e-01
 4.99481026671737e-01  1.13161899766963e-01
 5.17879583085697e-01  1.10023325537837e-01
 5.36417631367010e-01  1.06710006093741e-01
 5.55075704909560e-01  1.03314378907220e-01
 5.73808427242608e-01  9.97156981308701e-02
 5.92596731105059e-01  9.60161451052586e-02
 6.11401377553511e-01  9.21912362861985e-02
 6.30186430605241e-01  8.82739481146818e-02
 6.48926781663159e-01  8.42865059864902e-02
 6.67570206424973e-01  8.02437760202701e-02
 6.86088429590952e-01  7.61684179943802e-02
 7.04445389043917e-01  7.20901952550048e-02
 7.22592093722966e-01  6.80015983687945e-02
 7.40501800453524e-01  6.39343416970778e-02
 7.58125457122835e-01  5.99146081232129e-02
 7.75421014376153e-01  5.59786780119131e-02
 7.92362373587600e-01  5.20947598305326e-02
 8.08894546151696e-01  4.83227728498090e-02
 8.24974633014891e-01  4.46600337519530e-02
 8.40576952273409e-01  4.11018876843081e-02
 8.55652758808818e-01  3.76955578309449e-02
 8.70162898882712e-01  3.44151677346175e-02
 8.84085033071272e-01  3.12989247696233e-02
 8.97361214262371e-01  2.83531874952225e-02
 9.09954680076662e-01  2.55820509172842e-02
 9.21851471402547e-01  2.29707348873172e-02
 9.33012836658427e-01  2.05480320649448e-02
 9.43389278969050e-01  1.83119739810235e-02
 9.52973153850560e-01  1.62463437691963e-02
 9.61743130827061e-01  1.43560160938786e-02
 9.69640690675464e-01  1.26536163535855e-02
 9.76664215898664e-01  1.11395152774908e-02
 9.82815077112014e-01  9.81344524600304e-03
 9.88028440045103e-01  8.68941605527401e-03
 9.92304836603751e-01  7.76734648624011e-03
 9.95693518775914e-01  7.03664697392567e-03
 9.98120489340015e-01  6.51329955514220e-03
 9.99443037908705e-01  6.22809997892127e-03
 1.00000000000000e+00  6.10799283792879e-03
