                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.184538       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.20754749599367e-04
 9.99429683992583e-01 -1.90086853331504e-05
 9.98063017832965e-01  2.21674009197605e-04
 9.95573914266674e-01  6.48543640575449e-04
 9.92086309749559e-01  1.22127424013047e-03
 9.87686148675057e-01  1.90058833287978e-03
 9.82330525170640e-01  2.66030311235473e-03
 9.76011908335692e-01  3.45851888480672e-03
 9.68787467298381e-01  4.23580306754814e-03
 9.60674860259240e-01  4.92887212447472e-03
 9.51675358763677e-01  5.46458164190173e-03
 9.41827652746244e-01  5.75563688921317e-03
 9.31175295355131e-01  5.84793846944621e-03
 9.19730397431178e-01  5.83402541891579e-03
 9.07524559194720e-01  5.87402407265562e-03
 8.94610408070308e-01  5.75569593028995e-03
 8.81009696499435e-01  5.23179921765500e-03
 8.66747905197194e-01  4.31147610511988e-03
 8.51890258171205e-01  3.17295635841060e-03
 8.36469462621421e-01  1.88806620301700e-03
 8.20513485943698e-01  2.85027467598316e-04
 8.04073832217581e-01 -1.56314753288546e-03
 7.87191529885653e-01 -3.59980306444139e-03
 7.69897919101553e-01 -5.89856405980643e-03
 7.52252341235159e-01 -8.39428378013796e-03
 7.34291349178558e-01 -1.10851442905878e-02
 7.16044924955764e-01 -1.41578153442049e-02
 6.97571640033109e-01 -1.72330621741425e-02
 6.78906186433687e-01 -2.01568643692453e-02
 6.60080312620540e-01 -2.31976280691885e-02
 6.41147517137212e-01 -2.64497716885162e-02
 6.22137650968852e-01 -2.97540628031258e-02
 6.03087998194415e-01 -3.30657817577106e-02
 5.84045042118975e-01 -3.63553934043350e-02
 5.65030897687003e-01 -3.95966889278588e-02
 5.46088602779599e-01 -4.27400204083291e-02
 5.27248673916899e-01 -4.57778739793706e-02
 5.08535950506088e-01 -4.86833598734988e-02
 4.89992355470388e-01 -5.13941100328048e-02
 4.71632114506831e-01 -5.39196498463034e-02
 4.53492503744348e-01 -5.61960419041896e-02
 4.35593302897673e-01 -5.82141512534598e-02
 4.17956065616942e-01 -6.00039912280085e-02
 4.00609748442576e-01 -6.14960596052869e-02
 3.83560931606009e-01 -6.27663958460396e-02
 3.66843215733716e-01 -6.38115191310853e-02
 3.50457316320503e-01 -6.44764419438503e-02
 3.34434484008630e-01 -6.49038383376113e-02
 3.18774100329315e-01 -6.51751367828732e-02
 3.03499623121295e-01 -6.52360465472823e-02
 2.88611293565648e-01 -6.50725317092079e-02
 2.74124386665666e-01 -6.47242434166684e-02
 2.60041455523719e-01 -6.42724599582113e-02
 2.46374872015918e-01 -6.37246905359451e-02
 2.33123443938833e-01 -6.29782662039568e-02
 2.20293777810423e-01 -6.20912472024525e-02
 2.07883282965331e-01 -6.11274056140578e-02
 1.95902956391646e-01 -6.00906276158008e-02
 1.84341253066628e-01 -5.89261206866271e-02
 1.73213930954161e-01 -5.76733140405720e-02
 1.62499176129638e-01 -5.63673262924156e-02
 1.52214602777259e-01 -5.50272258560973e-02
 1.42331759398971e-01 -5.36292518839109e-02
 1.32872111539190e-01 -5.21825894411458e-02
 1.23806439629760e-01 -5.06963181920021e-02
 1.15147623386077e-01 -4.91896675902510e-02
 1.06887208802748e-01 -4.76732580283616e-02
 9.90071115215634e-02 -4.61202858649300e-02
 9.15234043853440e-02 -4.45166822530462e-02
 8.43970428172224e-02 -4.28871563554909e-02
 7.76464790199521e-02 -4.12602489494462e-02
 7.12479082120208e-02 -3.96321287460129e-02
 6.51878662973747e-02 -3.79967310247004e-02
 5.94874721274203e-02 -3.63624293393216e-02
 5.41002464180900e-02 -3.47187384929814e-02
 4.90378786701877e-02 -3.30834052688146e-02
 4.43003497573340e-02 -3.14617256420201e-02
 3.98423597346805e-02 -2.98426669575855e-02
 3.56899752436130e-02 -2.82408716163570e-02
 3.18292350050659e-02 -2.66610599025555e-02
 2.82200072057900e-02 -2.50915403963815e-02
 2.48925247792698e-02 -2.35275718513715e-02
 2.18286683030035e-02 -2.19736696413614e-02
 1.89846947131332e-02 -2.04117353683287e-02
 1.63921917020335e-02 -1.88686747630293e-02
 1.40446346341990e-02 -1.73015782413219e-02
 1.18798249846349e-02 -1.57123504255903e-02
 9.93094518736226e-03 -1.41901734748795e-02
 8.21940795734749e-03 -1.26531520168256e-02
 6.65838622137879e-03 -1.12791304359345e-02
 5.26774192850643e-03 -1.00060988114148e-02
 4.09515753852961e-03 -8.71277735946277e-03
 3.09878859713642e-03 -7.34769581900963e-03
 2.19660773551101e-03 -5.76067772253053e-03
 1.46264176301869e-03 -4.07179228340931e-03
 9.64484608297922e-04 -2.78836592057156e-03
 5.99373867982851e-04 -1.82522228880247e-03
 2.90086645599082e-04 -9.59370049192697e-04
 7.80707788302466e-05 -2.45927148204545e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  3.02641264288711e-04
 2.89878724192004e-04  1.64902790647628e-03
 5.98775316682048e-04  4.57601020391726e-03
 9.63326351634835e-04  8.57332472548614e-03
 1.45966821282819e-03  1.28267232343178e-02
 2.19097636449990e-03  1.50251127153544e-02
 3.08997841959778e-03  1.65698243880361e-02
 4.08271112470316e-03  1.81686623685270e-02
 5.24853124383664e-03  1.99588620063715e-02
 6.63128223001261e-03  2.18882063795775e-02
 8.18368429859057e-03  2.38725387464173e-02
 9.88361416849065e-03  2.58485983622716e-02
 1.18176401547236e-02  2.79258453646475e-02
 1.39661993216830e-02  3.00759701131023e-02
 1.62951420791042e-02  3.22522173586610e-02
