                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.258769       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.20188600966919e-03
 9.99429683992583e-01 -1.17050508231474e-03
 9.98063017832965e-01 -1.09480100045311e-03
 9.95573914266674e-01 -9.55124321257363e-04
 9.92086309749559e-01 -7.55634620069398e-04
 9.87686148675057e-01 -4.97935258934619e-04
 9.82330525170640e-01 -1.75776577968980e-04
 9.76011908335692e-01  2.15372891147491e-04
 9.68787467298381e-01  6.75806204786009e-04
 9.60674860259240e-01  1.20750817391615e-03
 9.51675358763677e-01  1.81251697456895e-03
 9.41827652746244e-01  2.48887779915495e-03
 9.31175295355131e-01  3.27223931827502e-03
 9.19730397431178e-01  3.88899411720223e-03
 9.07524559194720e-01  4.26627538669016e-03
 8.94610408070308e-01  4.34249015168072e-03
 8.81009696499435e-01  4.08160509030873e-03
 8.66747905197194e-01  3.42396908320797e-03
 8.51890258171205e-01  2.37191296031885e-03
 8.36469462621421e-01  9.03643375380860e-04
 8.20513485943698e-01 -1.02220710498710e-03
 8.04073832217581e-01 -3.45362126649160e-03
 7.87191529885653e-01 -6.43740666975736e-03
 7.69897919101553e-01 -1.00116547204105e-02
 7.52252341235159e-01 -1.41959690257197e-02
 7.34291349178558e-01 -1.89214041067255e-02
 7.16044924955764e-01 -2.41567573573152e-02
 6.97571640033109e-01 -2.98379294381954e-02
 6.78906186433687e-01 -3.58995707908425e-02
 6.60080312620540e-01 -4.22948397108365e-02
 6.41147517137212e-01 -4.89401461984203e-02
 6.22137650968852e-01 -5.57051837710356e-02
 6.03087998194415e-01 -6.25038423717292e-02
 5.84045042118975e-01 -6.92271904082711e-02
 5.65030897687003e-01 -7.58467427387850e-02
 5.46088602779599e-01 -8.22124278180563e-02
 5.27248673916899e-01 -8.82849787674700e-02
 5.08535950506088e-01 -9.39898883080909e-02
 4.89992355470388e-01 -9.93041659185229e-02
 4.71632114506831e-01 -1.04172802667527e-01
 4.53492503744348e-01 -1.08583658632542e-01
 4.35593302897673e-01 -1.12497377543108e-01
 4.17956065616942e-01 -1.15955199500761e-01
 4.00609748442576e-01 -1.18857900209390e-01
 3.83560931606009e-01 -1.21391104415240e-01
 3.66843215733716e-01 -1.23415097921565e-01
 3.50457316320503e-01 -1.25026372931057e-01
 3.34434484008630e-01 -1.26200424092115e-01
 3.18774100329315e-01 -1.26912056351004e-01
 3.03499623121295e-01 -1.27295014490038e-01
 2.88611293565648e-01 -1.27306469391975e-01
 2.74124386665666e-01 -1.27003325379045e-01
 2.60041455523719e-01 -1.26288535602010e-01
 2.46374872015918e-01 -1.25340962913345e-01
 2.33123443938833e-01 -1.24086135999896e-01
 2.20293777810423e-01 -1.22550522731094e-01
 2.07883282965331e-01 -1.20750967206787e-01
