                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.412949       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.42713348792601e-02
 9.99429683992583e-01 -1.41624164703153e-02
 9.98063017832965e-01 -1.39074534801485e-02
 9.95573914266674e-01 -1.34646786670452e-02
 9.92086309749559e-01 -1.28900353448799e-02
 9.87686148675057e-01 -1.22385346137211e-02
 9.82330525170640e-01 -1.15510752571511e-02
 9.76011908335692e-01 -1.08801574815520e-02
 9.68787467298381e-01 -1.02852217404029e-02
 9.60674860259240e-01 -9.81606993754812e-03
 9.51675358763677e-01 -9.51400287480655e-03
 9.41827652746244e-01 -9.40948397640430e-03
 9.31175295355131e-01 -9.88929387368793e-03
 9.19730397431178e-01 -1.07414885436977e-02
 9.07524559194720e-01 -1.20800486252335e-02
 8.94610408070308e-01 -1.40071018766762e-02
 8.81009696499435e-01 -1.65306174388739e-02
 8.66747905197194e-01 -1.97177479301189e-02
 8.51890258171205e-01 -2.35572801952636e-02
 8.36469462621421e-01 -2.81128346577502e-02
 8.20513485943698e-01 -3.33155063811487e-02
 8.04073832217581e-01 -3.91100680264141e-02
 7.87191529885653e-01 -4.55424588697156e-02
 7.69897919101553e-01 -5.24930037767428e-02
 7.52252341235159e-01 -5.99201657222347e-02
 7.34291349178558e-01 -6.78560501262531e-02
 7.16044924955764e-01 -7.61838454442923e-02
 6.97571640033109e-01 -8.47526306080254e-02
 6.78906186433687e-01 -9.34799311837708e-02
 6.60080312620540e-01 -1.02312379554666e-01
 6.41147517137212e-01 -1.11069481666146e-01
 6.22137650968852e-01 -1.19697423091795e-01
 6.03087998194415e-01 -1.28114941709194e-01
 5.84045042118975e-01 -1.36249036020009e-01
 5.65030897687003e-01 -1.44075219307893e-01
 5.46088602779599e-01 -1.51541482401060e-01
 5.27248673916899e-01 -1.58555835621088e-01
 5.08535950506088e-01 -1.65125272331267e-01
 4.89992355470388e-01 -1.71265746750476e-01
 4.71632114506831e-01 -1.76859718206334e-01
 4.53492503744348e-01 -1.82007372639674e-01
 4.35593302897673e-01 -1.86561358427568e-01
 4.17956065616942e-01 -1.90537616940204e-01
 4.00609748442576e-01 -1.93958118852850e-01
 3.83560931606009e-01 -1.96863346658902e-01
 3.66843215733716e-01 -1.99218114974340e-01
 3.50457316320503e-01 -2.01053161656487e-01
 3.34434484008630e-01 -2.02467217432644e-01
 3.18774100329315e-01 -2.03346515054616e-01
 3.03499623121295e-01 -2.03807385111782e-01
 2.88611293565648e-01 -2.03854897636349e-01
 2.74124386665666e-01 -2.03520565142539e-01
 2.60041455523719e-01 -2.02741852669186e-01
 2.46374872015918e-01 -2.01632167975445e-01
 2.33123443938833e-01 -2.00140595184163e-01
 2.20293777810423e-01 -1.98388288597528e-01
 2.07883282965331e-01 -1.96303786072058e-01
 1.95902956391646e-01 -1.93943889085855e-01
 1.84341253066628e-01 -1.91353517066845e-01
 1.73213930954161e-01 -1.88476002021866e-01
 1.62499176129638e-01 -1.85455509266628e-01
 1.52214602777259e-01 -1.82170343811406e-01
 1.42331759398971e-01 -1.78712735348504e-01
 1.32872111539190e-01 -1.75080892194026e-01
 1.23806439629760e-01 -1.71269679419900e-01
 1.15147623386077e-01 -1.67287895729869e-01
 1.06887208802748e-01 -1.63221281573179e-01
 9.90071115215634e-02 -1.58967654863695e-01
 9.15234043853440e-02 -1.54630186264222e-01
 8.43970428172224e-02 -1.50139497983195e-01
 7.76464790199521e-02 -1.45534294345650e-01
 7.12479082120208e-02 -1.40848361340880e-01
 6.51878662973747e-02 -1.36014119443439e-01
 5.94874721274203e-02 -1.31137189865562e-01
 5.41002464180900e-02 -1.26198844408259e-01
 4.90378786701877e-02 -1.21204737241256e-01
 4.43003497573340e-02 -1.16223482041550e-01
 3.98423597346805e-02 -1.11098922225468e-01
 3.56899752436130e-02 -1.05980349122401e-01
 3.18292350050659e-02 -1.00922604051486e-01
 2.82200072057900e-02 -9.56825532470223e-02
 2.48925247792698e-02 -9.04427072983993e-02
 2.18286683030035e-02 -8.51903722229281e-02
 1.89846947131332e-02 -7.99588032292174e-02
 1.63921917020335e-02 -7.47009203462019e-02
 1.40446346341990e-02 -6.95760088634881e-02
 1.18798249846349e-02 -6.44920843540909e-02
 9.93094518736226e-03 -5.94287924002765e-02
 8.21940795734749e-03 -5.45486071139206e-02
 6.65838622137879e-03 -4.93988703578400e-02
 5.26774192850643e-03 -4.40783610123775e-02
 4.09515753852961e-03 -3.86174156813056e-02
 3.09878859713642e-03 -3.30198791344982e-02
 2.19660773551101e-03 -2.63543519151462e-02
 1.46264176301869e-03 -2.05617831167107e-02
 9.64484608297922e-04 -1.57170639252470e-02
 5.99373867982851e-04 -1.14363483233450e-02
 2.90086645599082e-04 -6.06121660583885e-03
 7.80707788302466e-05 -2.95646104635385e-03
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  1.55409560111707e-03
 2.89878724192004e-04  4.59473663625068e-03
 5.98775316682048e-04  9.42364807173099e-03
 9.63326351634835e-04  1.33011930740683e-02
 1.45966821282819e-03  1.78965678816311e-02
 2.19097636449990e-03  2.33438514415922e-02
 3.08997841959778e-03  3.05354999922897e-02
 4.08271112470316e-03  3.68311702026602e-02
 5.24853124383664e-03  4.30829007600763e-02
 6.63128223001261e-03  4.89055330337385e-02
 8.18368429859057e-03  5.43588765297046e-02
 9.88361416849065e-03  5.94344721129658e-02
 1.18176401547236e-02  6.46761550202972e-02
 1.39661993216830e-02  6.99459320690687e-02
 1.62951420791042e-02  7.53042179255422e-02
 1.88631937781153e-02  8.07427357081924e-02
 2.16807137532775e-02  8.62058649907502e-02
 2.47159162958630e-02  9.17526377248615e-02
 2.80064400105864e-02  9.72725118688801e-02
 3.15762558914965e-02  1.02767466495775e-01
 3.53948396168776e-02  1.08224225725489e-01
 3.94949825480075e-02  1.13671264013973e-01
 4.38979282781582e-02  1.19161052119281e-01
 4.85758075737765e-02  1.24544682396683e-01
 5.35679916138118e-02  1.29863823312261e-01
 5.88818211488708e-02  1.35172376977783e-01
 6.45001629027313e-02  1.40391438423160e-01
 7.04692046391145e-02  1.45531563330303e-01
 7.67740309924709e-02  1.50547256901504e-01
 8.34162127168367e-02  1.55436730438219e-01
 9.04290195190656e-02  1.60198333294277e-01
 9.77906533229447e-02  1.64784675139016e-01
 1.05536187198748e-01  1.69280433431158e-01
 1.13658760041779e-01  1.73531088780837e-01
 1.22161483318940e-01  1.77680186421710e-01
 1.31067498602735e-01  1.81613334823597e-01
 1.40354649921884e-01  1.85353638974410e-01
 1.50055110786138e-01  1.88856787042038e-01
 1.60148962661562e-01  1.92129896468659e-01
 1.70658187899640e-01  1.95159313769825e-01
 1.81574957422924e-01  1.97914868740270e-01
 1.92907571409635e-01  2.00378918179552e-01
 2.04657634577812e-01  2.02508534712583e-01
 2.16817353069424e-01  2.04331231384178e-01
 2.29396483963478e-01  2.05846457159685e-01
 2.42377800694080e-01  2.07041515246167e-01
 2.55773624268338e-01  2.07897823013844e-01
 2.69566785632899e-01  2.08426529752265e-01
 2.83765797226135e-01  2.08581899620126e-01
 2.98347982887804e-01  2.08433805822633e-01
 3.13318978785268e-01  2.07910366377333e-01
 3.28658461892810e-01  2.07012508186166e-01
 3.44364941645546e-01  2.05721966493775e-01
 3.60419773725681e-01  2.04169787156174e-01
 3.76811233766957e-01  2.02148814737248e-01
 3.93525251020729e-01  1.99841759355005e-01
 4.10538642553571e-01  1.97168688125661e-01
 4.27843232490823e-01  1.94167066401104e-01
 4.45406663468198e-01  1.90801737795648e-01
 4.63222254103030e-01  1.87138139724581e-01
 4.81251545655716e-01  1.83175369685403e-01
 4.99481026671737e-01  1.78899083301447e-01
 5.17879583085697e-01  1.74372286424022e-01
 5.36417631367010e-01  1.69564329463875e-01
 5.55075704909560e-01  1.64535643448977e-01
 5.73808427242608e-01  1.59355359866027e-01
 5.92596731105059e-01  1.53934225103360e-01
 6.11401377553511e-01  1.48416189465911e-01
 6.30186430605241e-01  1.42759917650196e-01
