                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.196285       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -3.09223758964910e-04
 9.99429683992583e-01 -2.27504753028256e-04
 9.98063017832965e-01 -3.40405918455238e-05
 9.95573914266674e-01  3.09776927250609e-04
 9.92086309749559e-01  7.73060129879092e-04
 9.87686148675057e-01  1.32703858836965e-03
 9.82330525170640e-01  1.95574949680482e-03
 9.76011908335692e-01  2.63386149241839e-03
 9.68787467298381e-01  3.32581786588903e-03
 9.60674860259240e-01  3.99835770707752e-03
 9.51675358763677e-01  4.61723257529121e-03
 9.41827652746244e-01  5.14399618352379e-03
 9.31175295355131e-01  5.51174226735546e-03
 9.19730397431178e-01  5.70548979174656e-03
 9.07524559194720e-01  5.97401995431943e-03
 8.94610408070308e-01  5.99476877374272e-03
 8.81009696499435e-01  5.71498577973477e-03
 8.66747905197194e-01  5.11418740654486e-03
 8.51890258171205e-01  4.24949120265837e-03
 8.36469462621421e-01  3.11575435336439e-03
 8.20513485943698e-01  1.65328225593477e-03
 8.04073832217581e-01 -1.25584312104159e-04
 7.87191529885653e-01 -2.21484032236792e-03
 7.69897919101553e-01 -4.65370370279001e-03
 7.52252341235159e-01 -7.38705650261777e-03
 7.34291349178558e-01 -1.04373237088118e-02
 7.16044924955764e-01 -1.39931877812822e-02
 6.97571640033109e-01 -1.75579724336805e-02
 6.78906186433687e-01 -2.09219363441129e-02
 6.60080312620540e-01 -2.45268843858648e-02
 6.41147517137212e-01 -2.84795857847570e-02
 6.22137650968852e-01 -3.25791699466532e-02
 6.03087998194415e-01 -3.67634973485212e-02
 5.84045042118975e-01 -4.09973803600285e-02
 5.65030897687003e-01 -4.51944065964358e-02
 5.46088602779599e-01 -4.93173995240855e-02
 5.27248673916899e-01 -5.33179116701125e-02
 5.08535950506088e-01 -5.71707819518402e-02
 4.89992355470388e-01 -6.07883635977349e-02
 4.71632114506831e-01 -6.41087263993688e-02
 4.53492503744348e-01 -6.70861898235351e-02
 4.35593302897673e-01 -6.96959806180660e-02
 4.17956065616942e-01 -7.19469075265086e-02
 4.00609748442576e-01 -7.38245383248349e-02
 3.83560931606009e-01 -7.53581407146516e-02
 3.66843215733716e-01 -7.65768822759517e-02
 3.50457316320503e-01 -7.73995218474679e-02
 3.34434484008630e-01 -7.79242203829170e-02
 3.18774100329315e-01 -7.81875269343184e-02
 3.03499623121295e-01 -7.81694565719586e-02
 2.88611293565648e-01 -7.79033380945523e-02
 2.74124386665666e-01 -7.73942980602609e-02
 2.60041455523719e-01 -7.67216785305752e-02
 2.46374872015918e-01 -7.58859891753430e-02
 2.33123443938833e-01 -7.48506924939255e-02
 2.20293777810423e-01 -7.36621857766231e-02
 2.07883282965331e-01 -7.23618282330261e-02
 1.95902956391646e-01 -7.09492219568588e-02
 1.84341253066628e-01 -6.94029005302397e-02
 1.73213930954161e-01 -6.77591162038804e-02
 1.62499176129638e-01 -6.60501574630940e-02
 1.52214602777259e-01 -6.42799034244609e-02
 1.42331759398971e-01 -6.24538857731631e-02
 1.32872111539190e-01 -6.05860612168437e-02
 1.23806439629760e-01 -5.86750970324685e-02
 1.15147623386077e-01 -5.67441840586629e-02
 1.06887208802748e-01 -5.47971792392544e-02
 9.90071115215634e-02 -5.28257365157003e-02
 9.15234043853440e-02 -5.08336570996491e-02
 8.43970428172224e-02 -4.88310087895236e-02
 7.76464790199521e-02 -4.68371335309257e-02
 7.12479082120208e-02 -4.48521065917192e-02
 6.51878662973747e-02 -4.28767645184349e-02
 5.94874721274203e-02 -4.09260720315998e-02
 5.41002464180900e-02 -3.89838197281432e-02
 4.90378786701877e-02 -3.70593477090063e-02
 4.43003497573340e-02 -3.51613822696128e-02
 3.98423597346805e-02 -3.32808696017389e-02
 3.56899752436130e-02 -3.14323141127654e-02
 3.18292350050659e-02 -2.96203074937950e-02
 2.82200072057900e-02 -2.78323274567521e-02
 2.48925247792698e-02 -2.60723869536034e-02
 2.18286683030035e-02 -2.43542874740435e-02
 1.89846947131332e-02 -2.26437371483591e-02
 1.63921917020335e-02 -2.09665676195289e-02
 1.40446346341990e-02 -1.93381567682424e-02
 1.18798249846349e-02 -1.77054991158369e-02
 9.93094518736226e-03 -1.61036896012657e-02
 8.21940795734749e-03 -1.45681478996542e-02
 6.65838622137879e-03 -1.32003245767982e-02
 5.26774192850643e-03 -1.18211780187975e-02
 4.09515753852961e-03 -1.03858123528520e-02
 3.09878859713642e-03 -8.88764750833278e-03
 2.19660773551101e-03 -7.06684134979158e-03
 1.46264176301869e-03 -4.91787942687337e-03
 9.64484608297922e-04 -3.31044792892879e-03
 5.99373867982851e-04 -2.14171538177760e-03
 2.90086645599082e-04 -1.13661751299625e-03
 7.80707788302466e-05 -2.87238291182509e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  3.07707525537235e-04
 2.89878724192004e-04  1.37037099938330e-03
 5.98775316682048e-04  3.34469504349320e-03
 9.63326351634835e-04  5.93735475880430e-03
 1.45966821282819e-03  9.03733942638984e-03
 2.19097636449990e-03  1.16883804587170e-02
 3.08997841959778e-03  1.36828672449174e-02
 4.08271112470316e-03  1.55610583932455e-02
 5.24853124383664e-03  1.74598908652348e-02
 6.63128223001261e-03  1.94487867806072e-02
 8.18368429859057e-03  2.15973656900503e-02
 9.88361416849065e-03  2.37438385283195e-02
 1.18176401547236e-02  2.59697965709301e-02
 1.39661993216830e-02  2.82805026298872e-02
 1.62951420791042e-02  3.06318808217467e-02
 1.88631937781153e-02  3.30429050393032e-02
 2.16807137532775e-02  3.55936760240995e-02
 2.47159162958630e-02  3.82091010681325e-02
 2.80064400105864e-02  4.08796198576030e-02
 3.15762558914965e-02  4.36328332775413e-02
 3.53948396168776e-02  4.64205403483123e-02
